row_id,order_id,order_date,ship_date,ship_mode,customer_id,customer_name,segment,country,city,state,postal_code,region,porduct_id,category,sub_category,product_name,sales,quantity,discount,profit,profit_calc,diff
2291,CA-2015-149342,20/04/2015,25/04/2015,Standard Class,TS-21160,Theresa Swint,Corporate,United States,Columbus,Georgia,31907,South,TEC-PH-10001557,Technology,Phones,Pyle Pmp37Led,287.97,3,0.0,77.75,115.18800000000002,37.44
2292,CA-2015-149342,20/04/2015,25/04/2015,Standard Class,TS-21160,Theresa Swint,Corporate,United States,Columbus,Georgia,31907,South,FUR-FU-10002937,Furniture,Furnishings,"Ge 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box",595.38,6,0.0,297.69,238.15200000000002,-59.54
2293,CA-2015-149342,20/04/2015,25/04/2015,Standard Class,TS-21160,Theresa Swint,Corporate,United States,Columbus,Georgia,31907,South,OFF-PA-10001166,Office Supplies,Paper,Xerox 2,12.96,2,0.0,6.22,5.184000000000001,-1.04
2294,CA-2015-130995,01/11/2015,06/11/2015,Standard Class,QJ-19255,Quincy Jones,Corporate,United States,New York City,New York,10009,East,TEC-PH-10000347,Technology,Phones,Cush Cases Heavy Duty Rugged Cover Case For Samsung Galaxy S5 - Purple,4.95,1,0.0,1.34,1.9800000000000002,0.64
2295,CA-2017-127929,23/12/2017,27/12/2017,Standard Class,FM-14215,Filia Mcadams,Corporate,United States,Middletown,Connecticut,6457,East,FUR-FU-10003708,Furniture,Furnishings,"Tenex Traditional Chairmats For Medium Pile Carpet, Standard Lip, 36"" X 48""",181.95,3,0.0,38.21,72.78,34.57
2296,CA-2015-113145,01/11/2015,05/11/2015,Standard Class,VD-21670,Valerie Dominguez,Consumer,United States,New York City,New York,10011,East,OFF-PA-10002659,Office Supplies,Paper,Avoid Verbal Orders Carbonless Minifold Book,13.52,4,0.0,6.22,5.408,-0.81
2297,CA-2015-113145,01/11/2015,05/11/2015,Standard Class,VD-21670,Valerie Dominguez,Consumer,United States,New York City,New York,10011,East,FUR-FU-10000965,Furniture,Furnishings,"Howard Miller 11-1/2"" Diameter Ridgewood Wall Clock",259.7,5,0.0,106.48,103.88,-2.6
2298,CA-2015-113145,01/11/2015,05/11/2015,Standard Class,VD-21670,Valerie Dominguez,Consumer,United States,New York City,New York,10011,East,TEC-PH-10001527,Technology,Phones,Plantronics Mx500I Earset,42.95,1,0.0,1.29,17.180000000000003,15.89
2299,CA-2015-113145,01/11/2015,05/11/2015,Standard Class,VD-21670,Valerie Dominguez,Consumer,United States,New York City,New York,10011,East,TEC-AC-10001838,Technology,Accessories,Razer Tiamat Over Ear 7.1 Surround Sound Pc Gaming Headset,1399.93,7,0.0,601.97,559.9720000000001,-42.0
2300,CA-2015-113145,01/11/2015,05/11/2015,Standard Class,VD-21670,Valerie Dominguez,Consumer,United States,New York City,New York,10011,East,TEC-PH-10002597,Technology,Phones,Xblue Xb-1670-86 X16 Small Office Telephone - Titanium,503.96,4,0.0,125.99,201.584,75.59
2301,CA-2014-162362,14/11/2014,18/11/2014,Standard Class,JL-15505,Jeremy Lonsdale,Consumer,United States,Midland,Michigan,48640,Central,OFF-BI-10000756,Office Supplies,Binders,Storex Duratech Recycled Plastic Frosted Binders,12.72,3,0.0,6.36,5.088000000000001,-1.27
2302,CA-2014-162362,14/11/2014,18/11/2014,Standard Class,JL-15505,Jeremy Lonsdale,Consumer,United States,Midland,Michigan,48640,Central,OFF-BI-10000546,Office Supplies,Binders,Avery Durable Binders,11.52,4,0.0,5.64,4.608,-1.03
2303,CA-2016-106558,17/01/2016,21/01/2016,Standard Class,DL-13495,Dionis Lloyd,Corporate,United States,Columbus,Georgia,31907,South,TEC-AC-10001142,Technology,Accessories,First Data Fd10 Pin Pad,316.0,4,0.0,31.6,126.4,94.8
2304,CA-2017-157931,17/09/2017,22/09/2017,Second Class,MO-17800,Meg O'Connel,Home Office,United States,Roswell,Georgia,30076,South,FUR-CH-10000785,Furniture,Chairs,Global Ergonomic Managers Chair,723.92,4,0.0,188.22,289.568,101.35
2305,CA-2017-157931,17/09/2017,22/09/2017,Second Class,MO-17800,Meg O'Connel,Home Office,United States,Roswell,Georgia,30076,South,OFF-PA-10000474,Office Supplies,Paper,Easy-Staple Paper,106.32,3,0.0,49.97,42.528,-7.44
2306,CA-2016-115574,23/12/2016,24/12/2016,First Class,BP-11185,Ben Peterman,Corporate,United States,Chicago,Illinois,60623,Central,FUR-BO-10003441,Furniture,Bookcases,"Bush Westfield Collection Bookcases, Fully Assembled",141.37,2,0.3,-14.14,56.548,70.69
2307,CA-2015-160794,06/08/2015,08/08/2015,First Class,MS-17980,Michael Stewart,Corporate,United States,Houston,Texas,77041,Central,OFF-PA-10004156,Office Supplies,Paper,Xerox 188,27.22,3,0.2,9.87,10.888,1.02
2308,CA-2017-116225,05/11/2017,09/11/2017,Standard Class,SV-20935,Susan Vittorini,Consumer,United States,New York City,New York,10009,East,TEC-AC-10001432,Technology,Accessories,Enermax Aurora Lite Keyboard,390.75,5,0.0,171.93,156.3,-15.63
2309,US-2017-120418,11/06/2017,12/06/2017,First Class,BC-11125,Becky Castell,Home Office,United States,Peoria,Arizona,85345,West,FUR-CH-10001394,Furniture,Chairs,Global Leather Executive Chair,280.79,1,0.2,35.1,112.31600000000002,77.22
2310,US-2017-120418,11/06/2017,12/06/2017,First Class,BC-11125,Becky Castell,Home Office,United States,Peoria,Arizona,85345,West,OFF-ST-10002370,Office Supplies,Storage,"Sortfiler Multipurpose Personal File Organizer, Black",68.45,4,0.2,7.7,27.380000000000003,19.68
2311,US-2017-120418,11/06/2017,12/06/2017,First Class,BC-11125,Becky Castell,Home Office,United States,Peoria,Arizona,85345,West,OFF-AR-10002956,Office Supplies,Art,Boston 16801 Nautilus Battery Pencil Sharpener,88.04,5,0.2,6.6,35.216,28.62
2312,US-2017-120418,11/06/2017,12/06/2017,First Class,BC-11125,Becky Castell,Home Office,United States,Peoria,Arizona,85345,West,OFF-AR-10001955,Office Supplies,Art,Newell 319,15.87,1,0.2,1.98,6.348,4.37
2313,US-2017-120418,11/06/2017,12/06/2017,First Class,BC-11125,Becky Castell,Home Office,United States,Peoria,Arizona,85345,West,OFF-ST-10001809,Office Supplies,Storage,Fellowes Officeware Wire Shelving,215.59,3,0.2,-48.51,86.236,134.75
2314,CA-2017-122035,20/07/2017,25/07/2017,Standard Class,EM-13825,Elizabeth Moffitt,Corporate,United States,Sioux Falls,South Dakota,57103,Central,OFF-LA-10004093,Office Supplies,Labels,Avery 486,14.62,2,0.0,6.87,5.848,-1.02
2315,CA-2017-122035,20/07/2017,25/07/2017,Standard Class,EM-13825,Elizabeth Moffitt,Corporate,United States,Sioux Falls,South Dakota,57103,Central,OFF-AP-10002118,Office Supplies,Appliances,"1.7 Cubic Foot Compact ""Cube"" Office Refrigerators",416.32,2,0.0,112.41,166.52800000000002,54.12
2316,CA-2017-122035,20/07/2017,25/07/2017,Standard Class,EM-13825,Elizabeth Moffitt,Corporate,United States,Sioux Falls,South Dakota,57103,Central,OFF-BI-10000404,Office Supplies,Binders,Avery Printable Repositionable Plastic Tabs,43.0,5,0.0,20.21,17.2,-3.01
2317,CA-2017-122035,20/07/2017,25/07/2017,Standard Class,EM-13825,Elizabeth Moffitt,Corporate,United States,Sioux Falls,South Dakota,57103,Central,FUR-CH-10003833,Furniture,Chairs,Novimex Fabric Task Chair,182.94,3,0.0,27.44,73.176,45.74
2318,CA-2017-122035,20/07/2017,25/07/2017,Standard Class,EM-13825,Elizabeth Moffitt,Corporate,United States,Sioux Falls,South Dakota,57103,Central,OFF-BI-10002072,Office Supplies,Binders,Cardinal Slant-D Ring Binders,60.83,7,0.0,30.42,24.332,-6.09
2319,CA-2017-122035,20/07/2017,25/07/2017,Standard Class,EM-13825,Elizabeth Moffitt,Corporate,United States,Sioux Falls,South Dakota,57103,Central,TEC-AC-10003095,Technology,Accessories,Logitech G35 7.1-Channel Surround Sound Headset,389.97,3,0.0,132.59,155.98800000000003,23.4
2320,CA-2015-117828,23/12/2015,26/12/2015,First Class,BD-11500,Bradley Drucker,Consumer,United States,Richmond,Virginia,23223,South,OFF-AP-10001563,Office Supplies,Appliances,Belkin Premiere Surge Master Ii 8-Outlet Surge Protector,194.32,4,0.0,56.35,77.72800000000001,21.38
2321,CA-2017-165491,20/03/2017,24/03/2017,Standard Class,HW-14935,Helen Wasserman,Corporate,United States,Seattle,Washington,98115,West,TEC-AC-10000358,Technology,Accessories,Imation Secure Drive + Hardware Encrypted Usb Flash Drive - 16 Gb,265.93,7,0.0,63.82,106.37200000000001,42.55
2322,CA-2015-109470,31/12/2015,03/01/2016,Second Class,KC-16255,Karen Carlisle,Corporate,United States,Henderson,Kentucky,42420,South,OFF-BI-10004492,Office Supplies,Binders,Tuf-Vin Binders,94.74,3,0.0,44.53,37.896,-6.63
2323,CA-2015-109470,31/12/2015,03/01/2016,Second Class,KC-16255,Karen Carlisle,Corporate,United States,Henderson,Kentucky,42420,South,OFF-BI-10001072,Office Supplies,Binders,"Gbc Clear Cover, 8-1/2 X 11, Unpunched, 25 Covers Per Pack",60.64,4,0.0,27.89,24.256,-3.63
2324,CA-2015-109470,31/12/2015,03/01/2016,Second Class,KC-16255,Karen Carlisle,Corporate,United States,Henderson,Kentucky,42420,South,OFF-BI-10003707,Office Supplies,Binders,Aluminum Screw Posts,76.3,5,0.0,38.15,30.52,-7.63
2325,CA-2015-109470,31/12/2015,03/01/2016,Second Class,KC-16255,Karen Carlisle,Corporate,United States,Henderson,Kentucky,42420,South,OFF-BI-10000977,Office Supplies,Binders,Ibico Plastic Spiral Binding Combs,364.8,12,0.0,167.81,145.92000000000002,-21.89
2326,CA-2015-105102,15/09/2015,19/09/2015,Second Class,BM-11575,Brendan Murry,Corporate,United States,New York City,New York,10035,East,OFF-BI-10002082,Office Supplies,Binders,Gbc Twin Loop Wire Binding Elements,79.87,3,0.2,29.95,31.948000000000004,2.0
2327,CA-2015-105102,15/09/2015,19/09/2015,Second Class,BM-11575,Brendan Murry,Corporate,United States,New York City,New York,10035,East,FUR-BO-10004709,Furniture,Bookcases,"Bush Westfield Collection Bookcases, Medium Cherry Finish",46.38,1,0.2,1.16,18.552000000000003,17.39
2328,CA-2015-105102,15/09/2015,19/09/2015,Second Class,BM-11575,Brendan Murry,Corporate,United States,New York City,New York,10035,East,OFF-PA-10002365,Office Supplies,Paper,Xerox 1967,12.96,2,0.0,6.22,5.184000000000001,-1.04
2329,CA-2017-138422,23/09/2017,26/09/2017,First Class,KN-16705,Kristina Nunn,Home Office,United States,Fort Collins,Colorado,80525,West,OFF-EN-10004147,Office Supplies,Envelopes,Wausau Papers Astrobrights Colored Envelopes,14.35,3,0.2,5.2,5.74,0.54
2330,US-2015-147739,25/12/2015,29/12/2015,Standard Class,JD-16150,Justin Deggeller,Corporate,United States,Philadelphia,Pennsylvania,19140,East,FUR-FU-10001468,Furniture,Furnishings,Tenex Antistatic Computer Chair Mats,547.14,4,0.2,-68.39,218.856,287.25
2331,CA-2016-155187,24/09/2016,26/09/2016,Second Class,LA-16780,Laura Armstrong,Corporate,United States,Los Angeles,California,90004,West,OFF-ST-10000642,Office Supplies,Storage,"Tennsco Lockers, Gray",41.96,2,0.0,2.94,16.784000000000002,13.84
2332,CA-2016-155187,24/09/2016,26/09/2016,Second Class,LA-16780,Laura Armstrong,Corporate,United States,Los Angeles,California,90004,West,OFF-PA-10000380,Office Supplies,Paper,"Rediform Incoming/Outgoing Call Register, 11"" X 8 1/2"", 100 Messages",41.7,5,0.0,20.85,16.680000000000003,-4.17
2333,CA-2017-169285,21/03/2017,25/03/2017,Standard Class,RW-19690,Robert Waldorf,Consumer,United States,Lafayette,Indiana,47905,Central,OFF-PA-10004071,Office Supplies,Paper,"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box",277.4,5,0.0,133.15,110.96,-22.19
2334,CA-2017-169285,21/03/2017,25/03/2017,Standard Class,RW-19690,Robert Waldorf,Consumer,United States,Lafayette,Indiana,47905,Central,OFF-PA-10004971,Office Supplies,Paper,Xerox 196,5.78,1,0.0,2.83,2.3120000000000003,-0.52
2335,CA-2014-140886,30/09/2014,04/10/2014,Standard Class,KW-16570,Kelly Williams,Consumer,United States,Clarksville,Tennessee,37042,South,OFF-AP-10000696,Office Supplies,Appliances,Holmes Odor Grabber,69.22,6,0.2,11.25,27.688000000000002,16.44
2336,CA-2017-152695,10/12/2017,10/12/2017,Same Day,CC-12220,Chris Cortes,Consumer,United States,Fairfield,Connecticut,6824,East,OFF-EN-10004030,Office Supplies,Envelopes,Convenience Packs Of Business Envelopes,10.86,3,0.0,5.1,4.344,-0.76
2337,CA-2017-152695,10/12/2017,10/12/2017,Same Day,CC-12220,Chris Cortes,Consumer,United States,Fairfield,Connecticut,6824,East,OFF-AP-10000026,Office Supplies,Appliances,Tripp Lite Isotel 6 Outlet Surge Protector With Fax/Modem Protection,426.79,7,0.0,123.77,170.716,46.95
2338,CA-2014-110639,23/08/2014,23/08/2014,Same Day,RH-19495,Rick Hansen,Consumer,United States,New York City,New York,10009,East,OFF-PA-10003936,Office Supplies,Paper,Xerox 1994,25.92,4,0.0,12.44,10.368000000000002,-2.07
2339,CA-2014-110639,23/08/2014,23/08/2014,Same Day,RH-19495,Rick Hansen,Consumer,United States,New York City,New York,10009,East,OFF-PA-10004530,Office Supplies,Paper,Personal Creations Ink Jet Cards And Labels,45.92,4,0.0,22.5,18.368000000000002,-4.13
2340,CA-2014-121727,19/08/2014,24/08/2014,Standard Class,JK-15625,Jim Karlsson,Consumer,United States,Columbus,Ohio,43229,East,OFF-AR-10004930,Office Supplies,Art,Turquoise Lead Holder With Pocket Clip,10.72,2,0.2,1.74,4.288,2.55
2341,CA-2016-137736,10/11/2016,15/11/2016,Standard Class,DC-13285,Debra Catini,Consumer,United States,Warner Robins,Georgia,31088,South,OFF-AR-10004999,Office Supplies,Art,Newell 315,41.86,7,0.0,10.47,16.744,6.27
2342,US-2014-143231,31/12/2014,03/01/2015,First Class,GM-14455,Gary Mitchum,Home Office,United States,Franklin,Massachusetts,2038,East,FUR-FU-10002501,Furniture,Furnishings,Nu-Dell Executive Frame,63.2,5,0.0,23.38,25.28,1.9
2343,US-2014-143231,31/12/2014,03/01/2015,First Class,GM-14455,Gary Mitchum,Home Office,United States,Franklin,Massachusetts,2038,East,TEC-AC-10000358,Technology,Accessories,Imation Secure Drive + Hardware Encrypted Usb Flash Drive - 16 Gb,113.97,3,0.0,27.35,45.588,18.24
2344,US-2014-155894,26/07/2014,30/07/2014,Second Class,CL-11890,Carl Ludwig,Consumer,United States,Chicago,Illinois,60623,Central,OFF-ST-10004804,Office Supplies,Storage,"Belkin 19"" Vented Equipment Shelf, Black",123.55,3,0.2,-29.34,49.42,78.76
2345,CA-2016-119025,22/02/2016,28/02/2016,Standard Class,PV-18985,Paul Van Hugh,Home Office,United States,Milwaukee,Wisconsin,53209,Central,OFF-AP-10001205,Office Supplies,Appliances,Belkin 5 Outlet Surgemaster Power Centers,490.32,9,0.0,137.29,196.12800000000001,58.84
2346,CA-2016-159373,13/03/2016,18/03/2016,Standard Class,LT-17110,Liz Thompson,Consumer,United States,San Antonio,Texas,78207,Central,OFF-PA-10000659,Office Supplies,Paper,"Tops Carbonless Receipt Book, Four 2-3/4 X 7-1/4 Money Receipts Per Page",70.08,5,0.2,24.53,28.032,3.5
2347,CA-2016-159373,13/03/2016,18/03/2016,Standard Class,LT-17110,Liz Thompson,Consumer,United States,San Antonio,Texas,78207,Central,OFF-BI-10004141,Office Supplies,Binders,Insertable Tab Indexes For Data Binders,1.27,2,0.8,-2.16,0.508,2.67
2348,CA-2016-159373,13/03/2016,18/03/2016,Standard Class,LT-17110,Liz Thompson,Consumer,United States,San Antonio,Texas,78207,Central,FUR-TA-10004619,Furniture,Tables,Hon Non-Folding Utility Tables,557.59,5,0.3,0.0,223.03600000000003,223.04
2349,CA-2017-109701,02/12/2017,03/12/2017,Same Day,AM-10360,Alice Mccarthy,Corporate,United States,Los Angeles,California,90032,West,OFF-BI-10004187,Office Supplies,Binders,3-Ring Staple Pack,9.02,6,0.2,3.16,3.608,0.45
2350,CA-2017-109701,02/12/2017,03/12/2017,Same Day,AM-10360,Alice Mccarthy,Corporate,United States,Los Angeles,California,90032,West,OFF-BI-10000632,Office Supplies,Binders,Satellite Sectional Post Binders,69.46,2,0.2,22.57,27.784,5.21
2351,CA-2017-109701,02/12/2017,03/12/2017,Same Day,AM-10360,Alice Mccarthy,Corporate,United States,Los Angeles,California,90032,West,OFF-PA-10003724,Office Supplies,Paper,"Wirebound Message Book, 4 Per Page",10.86,2,0.0,5.32,4.344,-0.98
2352,CA-2017-109701,02/12/2017,03/12/2017,Same Day,AM-10360,Alice Mccarthy,Corporate,United States,Los Angeles,California,90032,West,OFF-AP-10002765,Office Supplies,Appliances,Fellowes Advanced Computer Series Surge Protectors,79.47,3,0.0,22.25,31.788,9.54
2353,CA-2017-109701,02/12/2017,03/12/2017,Same Day,AM-10360,Alice Mccarthy,Corporate,United States,Los Angeles,California,90032,West,OFF-AR-10001868,Office Supplies,Art,Prang Dustless Chalk Sticks,10.08,6,0.0,5.04,4.032,-1.01
2354,CA-2015-111514,31/08/2015,02/09/2015,First Class,SC-20260,Scott Cohen,Corporate,United States,San Francisco,California,94122,West,FUR-BO-10002545,Furniture,Bookcases,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",1552.83,7,0.15,200.95,621.1320000000001,420.18
2355,CA-2015-111514,31/08/2015,02/09/2015,First Class,SC-20260,Scott Cohen,Corporate,United States,San Francisco,California,94122,West,OFF-BI-10002735,Office Supplies,Binders,Gbc Prestige Therm-A-Bind Covers,137.24,5,0.2,46.32,54.89600000000001,8.58
2356,CA-2015-111514,31/08/2015,02/09/2015,First Class,SC-20260,Scott Cohen,Corporate,United States,San Francisco,California,94122,West,TEC-AC-10004864,Technology,Accessories,Memorex Micro Travel Drive 32 Gb,36.51,1,0.0,15.7,14.604,-1.1
2357,CA-2015-111514,31/08/2015,02/09/2015,First Class,SC-20260,Scott Cohen,Corporate,United States,San Francisco,California,94122,West,TEC-MA-10000597,Technology,Machines,Lexmark S315 Color Inkjet Printer,239.98,3,0.2,80.99,95.992,15.0
2358,US-2014-148838,17/03/2014,21/03/2014,Standard Class,CP-12340,Christine Phan,Corporate,United States,New York City,New York,10024,East,FUR-TA-10003473,Furniture,Tables,Bretford Rectangular Conference Table Tops,1579.75,7,0.4,-447.59,631.9000000000001,1079.49
2359,US-2014-148838,17/03/2014,21/03/2014,Standard Class,CP-12340,Christine Phan,Corporate,United States,New York City,New York,10024,East,FUR-TA-10001950,Furniture,Tables,Balt Solid Wood Round Tables,1071.58,4,0.4,-553.65,428.632,982.28
2360,US-2014-148838,17/03/2014,21/03/2014,Standard Class,CP-12340,Christine Phan,Corporate,United States,New York City,New York,10024,East,FUR-TA-10004175,Furniture,Tables,"Hon 30"" X 60"" Table With Locking Drawer",613.91,3,0.4,-122.78,245.564,368.34
2361,US-2014-148838,17/03/2014,21/03/2014,Standard Class,CP-12340,Christine Phan,Corporate,United States,New York City,New York,10024,East,OFF-PA-10002960,Office Supplies,Paper,Xerox 1926,34.86,7,0.0,16.38,13.944,-2.44
2362,US-2014-148838,17/03/2014,21/03/2014,Standard Class,CP-12340,Christine Phan,Corporate,United States,New York City,New York,10024,East,OFF-PA-10000919,Office Supplies,Paper,Xerox 1918,155.04,4,0.0,75.97,62.016,-13.95
2363,CA-2017-136497,16/04/2017,20/04/2017,Standard Class,RF-19840,Roy Französisch,Consumer,United States,Columbus,Ohio,43229,East,OFF-BI-10001553,Office Supplies,Binders,Spinevue Locking Slant-D Ring Binders By Cardinal,13.71,5,0.7,-10.05,5.484000000000001,15.53
2364,US-2016-108637,13/03/2016,18/03/2016,Standard Class,AB-10060,Adam Bellavance,Home Office,United States,Waynesboro,Virginia,22980,South,FUR-FU-10004864,Furniture,Furnishings,"Howard Miller 14-1/2"" Diameter Chrome Round Wall Clock",127.88,2,0.0,40.92,51.152,10.23
2365,US-2016-108637,13/03/2016,18/03/2016,Standard Class,AB-10060,Adam Bellavance,Home Office,United States,Waynesboro,Virginia,22980,South,OFF-AP-10004540,Office Supplies,Appliances,"Eureka The Boss Lite 10-Amp Upright Vacuum, Blue",160.32,2,0.0,44.89,64.128,19.24
2366,US-2016-108637,13/03/2016,18/03/2016,Standard Class,AB-10060,Adam Bellavance,Home Office,United States,Waynesboro,Virginia,22980,South,OFF-BI-10004965,Office Supplies,Binders,Ibico Covers For Plastic Or Wire Binding Elements,46.0,4,0.0,20.7,18.400000000000002,-2.3
2367,CA-2014-102295,24/11/2014,26/11/2014,Second Class,EH-13990,Erica Hackney,Consumer,United States,Sacramento,California,95823,West,FUR-CH-10001714,Furniture,Chairs,"Global Leather & Oak Executive Chair, Burgundy",120.71,1,0.2,-18.11,48.284,66.39
2368,CA-2017-123659,10/02/2017,13/02/2017,First Class,MN-17935,Michael Nguyen,Consumer,United States,Clinton,Maryland,20735,East,OFF-PA-10002464,Office Supplies,Paper,Hp Office Recycled Paper (20Lb. And 87 Bright),23.12,4,0.0,11.33,9.248000000000001,-2.08
2369,US-2016-129469,23/09/2016,27/09/2016,Standard Class,KL-16555,Kelly Lampkin,Corporate,United States,Fairfield,Ohio,45014,East,FUR-FU-10002298,Furniture,Furnishings,"Rubbermaid Clustermat Chairmats, Mat Size- 66"" X 60"", Lip 20"" X 11"" -90 Degree Angle",532.7,6,0.2,-26.64,213.08000000000004,239.72
2370,US-2016-129469,23/09/2016,27/09/2016,Standard Class,KL-16555,Kelly Lampkin,Corporate,United States,Fairfield,Ohio,45014,East,OFF-AR-10000315,Office Supplies,Art,"Dixon Ticonderoga Maple Cedar Pencil, #2",4.91,2,0.2,0.31,1.9640000000000002,1.65
2371,CA-2017-155152,07/07/2017,09/07/2017,Second Class,MP-17965,Michael Paige,Corporate,United States,Warwick,Rhode Island,2886,East,TEC-AC-10004353,Technology,Accessories,Hypercom P1300 Pinpad,252.0,4,0.0,93.24,100.80000000000001,7.56
2372,CA-2016-159940,07/07/2016,11/07/2016,Second Class,BF-11020,Barry Französisch,Corporate,United States,Aurora,Illinois,60505,Central,FUR-FU-10004973,Furniture,Furnishings,Flat Face Poster Frame,60.29,8,0.6,-27.13,24.116,51.25
2373,CA-2016-159940,07/07/2016,11/07/2016,Second Class,BF-11020,Barry Französisch,Corporate,United States,Aurora,Illinois,60505,Central,OFF-FA-10000936,Office Supplies,Fasteners,Acco Hot Clips Clips To Go,2.63,1,0.2,0.82,1.052,0.23
2374,CA-2016-159940,07/07/2016,11/07/2016,Second Class,BF-11020,Barry Französisch,Corporate,United States,Aurora,Illinois,60505,Central,OFF-PA-10001609,Office Supplies,Paper,Tops Wirebound Message Log Books,23.69,9,0.2,7.7,9.476,1.78
2375,CA-2016-159940,07/07/2016,11/07/2016,Second Class,BF-11020,Barry Französisch,Corporate,United States,Aurora,Illinois,60505,Central,FUR-CH-10000785,Furniture,Chairs,Global Ergonomic Managers Chair,253.37,2,0.3,-14.48,101.34800000000001,115.83
2376,CA-2017-119669,24/01/2017,30/01/2017,Standard Class,TP-21130,Theone Pippenger,Consumer,United States,Smyrna,Georgia,30080,South,OFF-FA-10000053,Office Supplies,Fasteners,Revere Boxed Rubber Bands By Revere,5.67,3,0.0,0.11,2.2680000000000002,2.16
2377,US-2014-164616,19/08/2014,21/08/2014,Second Class,MS-17770,Maxwell Schwartz,Consumer,United States,Columbus,Ohio,43229,East,OFF-BI-10001718,Office Supplies,Binders,Gbc Docubind P50 Personal Binding Machine,76.78,4,0.7,-58.86,30.712000000000003,89.57
2378,US-2014-164616,19/08/2014,21/08/2014,Second Class,MS-17770,Maxwell Schwartz,Consumer,United States,Columbus,Ohio,43229,East,OFF-SU-10004768,Office Supplies,Supplies,Acme Kleencut Forged Steel Scissors,9.18,2,0.2,1.15,3.672,2.52
2379,CA-2015-148628,06/12/2015,11/12/2015,Standard Class,KM-16375,Katherine Murray,Home Office,United States,Thousand Oaks,California,91360,West,OFF-PA-10003883,Office Supplies,Paper,"Message Book, Phone, Wirebound Standard Line Memo, 2 3/4"" X 5""",32.75,5,0.0,15.07,13.100000000000001,-1.97
2380,CA-2016-118052,06/05/2016,10/05/2016,Standard Class,BE-11455,Brad Eason,Home Office,United States,Lorain,Ohio,44052,East,OFF-FA-10004248,Office Supplies,Fasteners,Advantus T-Pin Paper Clips,7.22,2,0.2,1.71,2.888,1.18
2381,CA-2016-118052,06/05/2016,10/05/2016,Standard Class,BE-11455,Brad Eason,Home Office,United States,Lorain,Ohio,44052,East,OFF-PA-10002581,Office Supplies,Paper,Xerox 1951,49.57,2,0.2,15.49,19.828000000000003,4.34
2382,CA-2016-118052,06/05/2016,10/05/2016,Standard Class,BE-11455,Brad Eason,Home Office,United States,Lorain,Ohio,44052,East,FUR-FU-10004848,Furniture,Furnishings,Dax Solid Wood Frames,54.71,7,0.2,11.63,21.884,10.25
2383,US-2017-117534,25/03/2017,26/03/2017,First Class,CV-12295,Christina Vanderzanden,Consumer,United States,Fresno,California,93727,West,OFF-AP-10002403,Office Supplies,Appliances,Acco Smartsocket Color-Coded Six-Outlet Ac Adapter Model Surge Protectors,176.04,4,0.0,45.77,70.416,24.65
2384,US-2017-117534,25/03/2017,26/03/2017,First Class,CV-12295,Christina Vanderzanden,Consumer,United States,Fresno,California,93727,West,OFF-AR-10003087,Office Supplies,Art,Staples In Misc. Colors,16.02,9,0.0,4.49,6.408,1.92
2385,US-2017-117534,25/03/2017,26/03/2017,First Class,CV-12295,Christina Vanderzanden,Consumer,United States,Fresno,California,93727,West,OFF-BI-10002026,Office Supplies,Binders,Avery Arch Ring Binders,185.92,4,0.2,62.75,74.368,11.62
2386,US-2017-117534,25/03/2017,26/03/2017,First Class,CV-12295,Christina Vanderzanden,Consumer,United States,Fresno,California,93727,West,TEC-PH-10000141,Technology,Phones,Clearsounds A400,211.17,4,0.2,15.84,84.468,68.63
2387,US-2017-117534,25/03/2017,26/03/2017,First Class,CV-12295,Christina Vanderzanden,Consumer,United States,Fresno,California,93727,West,TEC-CO-10000971,Technology,Copiers,Hewlett Packard 310 Color Digital Copier,479.98,2,0.2,60.0,191.99200000000002,131.99
2388,CA-2015-145065,12/12/2015,15/12/2015,First Class,DK-13375,Dennis Kane,Consumer,United States,San Diego,California,92105,West,OFF-FA-10001229,Office Supplies,Fasteners,Staples,7.86,2,0.0,3.62,3.144,-0.48
2389,CA-2015-145065,12/12/2015,15/12/2015,First Class,DK-13375,Dennis Kane,Consumer,United States,San Diego,California,92105,West,OFF-BI-10002437,Office Supplies,Binders,Recycled Premium Regency Composition Covers,24.45,2,0.2,8.86,9.780000000000001,0.92
2390,US-2015-127040,06/12/2015,10/12/2015,Standard Class,SG-20605,Speros Goranitis,Consumer,United States,New York City,New York,10009,East,OFF-PA-10004255,Office Supplies,Paper,Xerox 219,6.48,1,0.0,3.11,2.5920000000000005,-0.52
2391,US-2015-127040,06/12/2015,10/12/2015,Standard Class,SG-20605,Speros Goranitis,Consumer,United States,New York City,New York,10009,East,OFF-PA-10001184,Office Supplies,Paper,Xerox 1903,41.86,7,0.0,20.51,16.744,-3.77
2392,US-2015-127040,06/12/2015,10/12/2015,Standard Class,SG-20605,Speros Goranitis,Consumer,United States,New York City,New York,10009,East,TEC-AC-10002637,Technology,Accessories,Logitech Vx Revolution Cordless Laser Mouse For Notebooks (Black),1619.91,9,0.0,97.19,647.964,550.77
